NIT,SXT,CIP,LVX,iat_prop,broad_prop
0.5,0.7,0.3,0.3,0.12123772489376868,0.014496099874716097
0.5,0.7,0.4,0.4,0.11984659967083455,0.02651819502800224
0.5,0.7,0.5,0.5,0.11850864408116844,0.040021568772465085
0.5,0.7,0.6,0.6,0.11760848888006978,0.053889894813234085
0.5,0.7,0.7,0.7,0.11655651560310976,0.06688008755828058
0.5,0.7,0.8,0.8,0.1169512332673512,0.0795458285312243
0.5,0.7,0.9,0.9,0.11793789951492292,0.08684952211118098
0.5,0.8,0.001,0.001,0.12725725798020396,0.0005477979917786483
0.5,0.8,0.015,0.015,0.1272009298446532,0.0008849762884884092
0.5,0.8,0.1,0.1,0.1272148507836451,0.0017427296606752974
0.5,0.8,0.2,0.2,0.12715834003762586,0.003274348151054051
0.5,0.8,0.3,0.3,0.1266247236848282,0.006859597155333465
0.5,0.8,0.4,0.4,0.12607626602151534,0.011993848900811031
0.5,0.8,0.5,0.5,0.1250765650070753,0.01862845833795853
0.5,0.8,0.6,0.6,0.12451324107900236,0.02590015307630089
0.5,0.8,0.7,0.7,0.12398061911593593,0.0333096590287264
0.5,0.8,0.8,0.8,0.12420529499650168,0.04180129042766972
0.5,0.8,0.9,0.9,0.12517670329676694,0.04794054759325196
0.5,0.9,0.001,0.001,0.13109594194713586,0.0001966088002812256
0.5,0.9,0.015,0.015,0.1310818534715089,0.00030908249355271326
0.5,0.9,0.1,0.1,0.13109588658966778,0.0004354187694192746
0.5,0.9,0.2,0.2,0.1311379134525434,0.0008426374049957918
0.5,0.9,0.3,0.3,0.13102611116570478,0.0017699943433430933
0.5,0.9,0.4,0.4,0.13077315706050385,0.002937067527378358
0.5,0.9,0.5,0.5,0.13059041758270412,0.004566518220277384
0.5,0.9,0.6,0.6,0.13018209205038045,0.0068585379163801675
0.5,0.9,0.7,0.7,0.12991572288977166,0.010514674346282823
0.5,0.9,0.8,0.8,0.1300703849571648,0.013928308445582554
0.5,0.9,0.9,0.9,0.1309426164401238,0.01808664155799257
0.6,0.001,0.001,0.001,0.1121219885714412,0.004372585155626907
0.6,0.001,0.015,0.015,0.11164272523261924,0.008555070818578097
0.6,0.001,0.1,0.1,0.11044782328361442,0.02066607854405733
0.6,0.001,0.2,0.2,0.108677573889935,0.03498504713626187
0.6,0.001,0.3,0.3,0.10604711618169536,0.05965106697101865
0.6,0.001,0.4,0.4,0.1029118882959827,0.09035612860548838
0.6,0.001,0.5,0.5,0.0997885426476674,0.1258099499809706
0.6,0.001,0.6,0.6,0.0969190872761175,0.1648268463038149
0.6,0.001,0.7,0.7,0.09384206294976624,0.19825731338993213
0.6,0.001,0.8,0.8,0.09417947448287237,0.21740382026384547
0.6,0.001,0.9,0.9,0.09539135604732887,0.22639354942212805
0.6,0.015,0.001,0.001,0.11196604269077644,0.0036979849213477313
0.6,0.015,0.015,0.015,0.1114867594305246,0.007641068560590864
0.6,0.015,0.1,0.1,0.1103764523257933,0.01910492362287128
0.6,0.015,0.2,0.2,0.10876069225674692,0.03266547484910051
0.6,0.015,0.3,0.3,0.10620071608023107,0.0564034320712369
0.6,0.015,0.4,0.4,0.10312132891198376,0.08603876868769758
0.6,0.015,0.5,0.5,0.10008341701844599,0.12026985548593698
0.6,0.015,0.6,0.6,0.09732616520624104,0.15719307418166978
0.6,0.015,0.7,0.7,0.09462930138786176,0.18867905601981755
0.6,0.015,0.8,0.8,0.09506495167900857,0.2073197371511914
0.6,0.015,0.9,0.9,0.0959673032699866,0.21585939023141826
0.6,0.1,0.001,0.001,0.1113625790504834,0.0033323486009741807
0.6,0.1,0.015,0.015,0.11093998022231996,0.006923833690114939
0.6,0.1,0.1,0.1,0.1100129037118696,0.016882129910499616
0.6,0.1,0.2,0.2,0.10862172193257157,0.02874171200202047
0.6,0.1,0.3,0.3,0.10639873207143764,0.05031576005014221
0.6,0.1,0.4,0.4,0.10375476339130453,0.07730611695532083
0.6,0.1,0.5,0.5,0.10096952488569033,0.10921504576531296
0.6,0.1,0.6,0.6,0.09845296720792177,0.14346355477045178
0.6,0.1,0.7,0.7,0.09608040465340953,0.17221886634807435
0.6,0.1,0.8,0.8,0.09658663847426943,0.1900710613265492
0.6,0.1,0.9,0.9,0.09740433638358566,0.1983437269478472
0.6,0.2,0.001,0.001,0.1117983590865516,0.003050832450671875
0.6,0.2,0.015,0.015,0.11143194723121376,0.006247617502148812
0.6,0.2,0.1,0.1,0.1107012879456534,0.014701632405794285
0.6,0.2,0.2,0.2,0.10945118111844736,0.025181518466347447
0.6,0.2,0.3,0.3,0.10731267979862598,0.04540353119910676
0.6,0.2,0.4,0.4,0.10476819085569196,0.07078906141423652
0.6,0.2,0.5,0.5,0.10212384979127476,0.10158547792645793
0.6,0.2,0.6,0.6,0.09969138740440613,0.13427379374726778
0.6,0.2,0.7,0.7,0.09737481037125464,0.16172127683880788
0.6,0.2,0.8,0.8,0.0978812151361845,0.17910790374113905
0.6,0.2,0.9,0.9,0.09871298962207732,0.18733867619984
0.6,0.3,0.001,0.001,0.11160407637384977,0.0027126426511820323
0.6,0.3,0.015,0.015,0.11133600923609814,0.0052327086400189285
0.6,0.3,0.1,0.1,0.11084372961989347,0.011521310039836582
0.6,0.3,0.2,0.2,0.1096926946697944,0.019890601571516512
0.6,0.3,0.3,0.3,0.10773713120225772,0.038099569603746726
0.6,0.3,0.4,0.4,0.10540365905961044,0.06093993465219174
0.6,0.3,0.5,0.5,0.10305458417270656,0.08884032438850055
0.6,0.3,0.6,0.6,0.10105688410164164,0.1185079087512098
0.6,0.3,0.7,0.7,0.09888148376885914,0.1436643313458757
0.6,0.3,0.8,0.8,0.09942908090964317,0.1603483301386966
0.6,0.3,0.9,0.9,0.10030287055128433,0.1683968379720346
0.6,0.4,0.001,0.001,0.11223881144497612,0.0019531731129957103
0.6,0.4,0.015,0.015,0.11208365032597507,0.0036278313341247385
0.6,0.4,0.1,0.1,0.11174664355560013,0.007622178255709159
0.6,0.4,0.2,0.2,0.11107180569739986,0.012812145950076962
0.6,0.4,0.3,0.3,0.1093413199944432,0.028230146763325883
0.6,0.4,0.4,0.4,0.10741635588153206,0.0476513645873058
0.6,0.4,0.5,0.5,0.1051797269500166,0.0719096056934698
0.6,0.4,0.6,0.6,0.10353415860498752,0.09551318426083184
0.6,0.4,0.7,0.7,0.10156822552055966,0.11695544682269955
0.6,0.4,0.8,0.8,0.10215819667999748,0.13241618375105094
0.6,0.4,0.9,0.9,0.10307397177066704,0.14009915903173906
0.6,0.5,0.001,0.001,0.1129973360991964,0.001279111818529286
0.6,0.5,0.015,0.015,0.11292679812463358,0.0024044241345497178
0.6,0.5,0.1,0.1,0.11274408366983485,0.004879338162886182
0.6,0.5,0.2,0.2,0.11229349544323668,0.00828461794924131
0.6,0.5,0.3,0.3,0.11092785808554126,0.020410220931066425
0.6,0.5,0.4,0.4,0.10941064866108297,0.03597881277147585
0.6,0.5,0.5,0.5,0.10756828241114663,0.055017191200818966
0.6,0.5,0.6,0.6,0.10661162416253807,0.07276830197331471
0.6,0.5,0.7,0.7,0.10510976507849146,0.08923102068656713
0.6,0.5,0.8,0.8,0.1057146733907128,0.1027794218514837
0.6,0.5,0.9,0.9,0.10654601240860892,0.11016690468378997
0.6,0.6,0.001,0.001,0.11396617310354205,0.001040141823114665
0.6,0.6,0.015,0.015,0.11388140061752798,0.0018983447317983781
0.6,0.6,0.1,0.1,0.11375510432593845,0.003852471871338519
0.6,0.6,0.2,0.2,0.11347352751868048,0.006512924072301878
0.6,0.6,0.3,0.3,0.1126012264579964,0.015667823507311003
0.6,0.6,0.4,0.4,0.1113927106600265,0.028367207781921505
0.6,0.6,0.5,0.5,0.11012650519406142,0.042996190999778784
0.6,0.6,0.6,0.6,0.10933830040179923,0.0581314934704927
0.6,0.6,0.7,0.7,0.10794815219572147,0.07217502846485101
0.6,0.6,0.8,0.8,0.10846911669481114,0.084614589292243
0.6,0.6,0.9,0.9,0.1092725527010622,0.09177739150626027
0.6,0.7,0.001,0.001,0.1164696196661386,0.0008433757559700519
0.6,0.7,0.015,0.015,0.1164273839770366,0.0014062749488932677
0.6,0.7,0.1,0.1,0.11638535476874325,0.0026709968283168666
0.6,0.7,0.2,0.2,0.11620224429140742,0.0044718438753628366
0.6,0.7,0.3,0.3,0.11558347720575946,0.0100696641098761
0.6,0.7,0.4,0.4,0.11465606861935718,0.018209876994762064
0.6,0.7,0.5,0.5,0.11365639166355535,0.0282580788663462
0.6,0.7,0.6,0.6,0.11300903239332027,0.039159292961585435
0.6,0.7,0.7,0.7,0.1119700558205566,0.04991295618763771
0.6,0.7,0.8,0.8,0.11229455090414382,0.0606528841307888
0.6,0.7,0.9,0.9,0.11301417893164176,0.06728289198693396
0.6,0.8,0.001,0.001,0.11993049701046644,0.0005339245178607794
0.6,0.8,0.015,0.015,0.11987416887491573,0.0007306450094772508
0.6,0.8,0.1,0.1,0.11987416450158335,0.0013349583557438216
0.6,0.8,0.2,0.2,0.11983179757377425,0.0023891913894707236
0.6,0.8,0.3,0.3,0.11946683496626355,0.004920189797707328
0.6,0.8,0.4,0.4,0.11912970902525973,0.008465706909450324
0.6,0.8,0.5,0.5,0.11834104477520295,0.013500217449564443
0.6,0.8,0.6,0.6,0.11793198266007927,0.019197399215829983
0.6,0.8,0.7,0.7,0.11735684340028607,0.025382236449302854
0.6,0.8,0.8,0.8,0.11745522812388876,0.03263710480232932
0.6,0.8,0.9,0.9,0.11817388983676765,0.03820050492479339
0.6,0.9,0.001,0.001,0.12265780468230307,0.0001966088002812256
0.6,0.9,0.015,0.015,0.12264371620667612,0.00023865384092558228
0.6,0.9,0.1,0.1,0.12264371620667612,0.00030869949998107163
0.6,0.9,0.2,0.2,0.12267166649297515,0.0006036694495242117
0.6,0.9,0.3,0.3,0.12258791169059464,0.0012638096804418624
0.6,0.9,0.4,0.4,0.12236311073854685,0.0021213233327841575
0.6,0.9,0.5,0.5,0.12225045244548036,0.003330144482722381
0.6,0.9,0.6,0.6,0.12187000132123732,0.005200618296755871
0.6,0.9,0.7,0.7,0.12158950616504928,0.008238128107413955
0.6,0.9,0.8,0.8,0.1217160506094784,0.011342547239134516
0.6,0.9,0.9,0.9,0.12237770609946635,0.015065089655942419
0.7,0.001,0.001,0.001,0.11222070531135983,0.003358165277286349
0.7,0.001,0.015,0.015,0.11185441394577904,0.005568454320999455
0.7,0.001,0.1,0.1,0.11132046157629913,0.011106719323970593
0.7,0.001,0.2,0.2,0.11023872951389373,0.01793936972376302
0.7,0.001,0.3,0.3,0.10856491447788587,0.030995161466611864
0.7,0.001,0.4,0.4,0.10676775011286532,0.047882468697306536
0.7,0.001,0.5,0.5,0.10481257877218088,0.06999296886637765
0.7,0.001,0.6,0.6,0.10261953760955976,0.09740436161882116
0.7,0.001,0.7,0.7,0.09985206255261234,0.1221014821334616
0.7,0.001,0.8,0.8,0.10007668242620472,0.1378744816047393
0.7,0.001,0.9,0.9,0.10110450788087127,0.14585167409429464
0.7,0.015,0.001,0.001,0.1119948633934726,0.002838457003543293
0.7,0.015,0.015,0.015,0.11164267640024723,0.004893792906600629
0.7,0.015,0.1,0.1,0.11117919458125552,0.009897389056642268
0.7,0.015,0.2,0.2,0.11023760857716697,0.016154250105722048
0.7,0.015,0.3,0.3,0.10863420005017084,0.0285630806648468
0.7,0.015,0.4,0.4,0.10687857434311904,0.04467700640568405
0.7,0.015,0.5,0.5,0.104994556506722,0.06590182480749675
0.7,0.015,0.6,0.6,0.10289982414413826,0.09182407417006946
0.7,0.015,0.7,0.7,0.10051253322452304,0.11497115192490155
0.7,0.015,0.8,0.8,0.10083539185615613,0.13029415120576093
0.7,0.015,0.9,0.9,0.10159571420021984,0.13789145556152174
0.7,0.1,0.001,0.001,0.11147632032855936,0.002585310538200211
0.7,0.1,0.015,0.015,0.11119468354667916,0.004429384984450042
0.7,0.1,0.1,0.1,0.11082983010089603,0.008715299795764303
0.7,0.1,0.2,0.2,0.10998667538396976,0.014072615067145204
0.7,0.1,0.3,0.3,0.108565452494527,0.025258106387042636
0.7,0.1,0.4,0.4,0.10699138153320628,0.03985299012986675
0.7,0.1,0.5,0.5,0.10523356136191504,0.0595164653221586
0.7,0.1,0.6,0.6,0.10330887053105894,0.08351079126694164
0.7,0.1,0.7,0.7,0.10123149654496147,0.10462993403632734
0.7,0.1,0.8,0.8,0.10161096069061576,0.11933345336984975
0.7,0.1,0.9,0.9,0.1023289909021408,0.12673430082988948
0.7,0.2,0.001,0.001,0.11158749315645733,0.0023743363126733238
0.7,0.2,0.015,0.015,0.11133381062946084,0.004105634396599243
0.7,0.2,0.1,0.1,0.11105339358325708,0.008012092865970806
0.7,0.2,0.2,0.2,0.11028100317221146,0.012861947478727171
0.7,0.2,0.3,0.3,0.10890226583541418,0.02341388626929184
0.7,0.2,0.4,0.4,0.10742702332934376,0.03717894985588729
0.7,0.2,0.5,0.5,0.10575371012530396,0.056152538886131975
0.7,0.2,0.6,0.6,0.10385687438362064,0.07921989475629046
0.7,0.2,0.7,0.7,0.10183550189659188,0.099425094416819
0.7,0.2,0.8,0.8,0.1022151369863161,0.11376229978180133
0.7,0.2,0.9,0.9,0.10294724377441776,0.12112125407924396
0.7,0.3,0.001,0.001,0.11130898643189246,0.0021350526647712607
0.7,0.3,0.015,0.015,0.11111152927020393,0.003640842800667669
0.7,0.3,0.1,0.1,0.11092889270482144,0.00669118800799882
0.7,0.3,0.2,0.2,0.1101847753925264,0.010838631579121414
0.7,0.3,0.3,0.3,0.108890597465015,0.020433572939756447
0.7,0.3,0.4,0.4,0.10752770320819786,0.03282037018170845
0.7,0.3,0.5,0.5,0.10607916224422503,0.05010671776911809
0.7,0.3,0.6,0.6,0.10450471527614796,0.07091140720038837
0.7,0.3,0.7,0.7,0.10256777107865753,0.08940138973738858
0.7,0.3,0.8,0.8,0.10296031781803867,0.10314837121062
0.7,0.3,0.9,0.9,0.10372039087175104,0.11033910977283737
0.7,0.4,0.001,0.001,0.11142102986375864,0.0016434596095008447
0.7,0.4,0.015,0.015,0.1113081780731936,0.002740813002260871
0.7,0.4,0.1,0.1,0.11116801230893833,0.004820338429618843
0.7,0.4,0.2,0.2,0.11069024258722822,0.0077167951434069905
0.7,0.4,0.3,0.3,0.10956494944556468,0.015747310716729128
0.7,0.4,0.4,0.4,0.10851210737062668,0.02614980875405489
0.7,0.4,0.5,0.5,0.10707786759434604,0.04101711163851664
0.7,0.4,0.6,0.6,0.1057566933359417,0.057390403016332636
0.7,0.4,0.7,0.7,0.10397335123858877,0.07310967151931239
0.7,0.4,0.8,0.8,0.10442242794096407,0.08584414581574593
0.7,0.4,0.9,0.9,0.10518250707042348,0.09273951611164297
0.7,0.5,0.001,0.001,0.11143169424708728,0.001067934364653121
0.7,0.5,0.015,0.015,0.1114034656009604,0.0018838408004780995
0.7,0.5,0.1,0.1,0.11131960035932316,0.003386997001274924
0.7,0.5,0.2,0.2,0.11096794436249216,0.005384650341406234
0.7,0.5,0.3,0.3,0.11012338358803203,0.011642844835515859
0.7,0.5,0.4,0.4,0.1092810333905614,0.019951709434760528
0.7,0.5,0.5,0.5,0.10815620832324982,0.031456958379182734
0.7,0.5,0.6,0.6,0.10734108834330824,0.043497119755218736
0.7,0.5,0.7,0.7,0.10590934630465207,0.05575551108144396
0.7,0.5,0.8,0.8,0.10634529781675844,0.06690145936750692
0.7,0.5,0.9,0.9,0.10703510881259906,0.07357162605361392
0.7,0.6,0.001,0.001,0.11199225558901,0.0008992926460416297
0.7,0.6,0.015,0.015,0.1119498083281604,0.001574643381408751
0.7,0.6,0.1,0.1,0.11189396674378704,0.0027825903809831076
0.7,0.6,0.2,0.2,0.1116829139674681,0.004373087925567364
0.7,0.6,0.3,0.3,0.11107793590162604,0.009435330658251731
0.7,0.6,0.4,0.4,0.11033364348995342,0.01649315579112879
0.7,0.6,0.5,0.5,0.10944796471380948,0.02562663364102294
0.7,0.6,0.6,0.6,0.1087873270637019,0.036078947278360536
0.7,0.6,0.7,0.7,0.1074255680774108,0.0467491867530546
0.7,0.6,0.8,0.8,0.10781971469601456,0.05702509227840219
0.7,0.6,0.9,0.9,0.10848162268021007,0.06349876815297678
0.7,0.7,0.001,0.001,0.11352624274442953,0.0007305403243080983
0.7,0.7,0.015,0.015,0.11351224380486505,0.0012090652806007337
0.7,0.7,0.1,0.1,0.11348425163217472,0.0020376618015972786
0.7,0.7,0.2,0.2,0.11335758828692095,0.003163117777164983
0.7,0.7,0.3,0.3,0.11286510635109134,0.006440283337826211
0.7,0.7,0.4,0.4,0.11226050574053588,0.011387880175797655
0.7,0.7,0.5,0.5,0.11144483838722297,0.017893716511811708
0.7,0.7,0.6,0.6,0.11091088537641228,0.025391157608106958
0.7,0.7,0.7,0.7,0.1099003453865649,0.03371284544439638
0.7,0.7,0.8,0.8,0.1101118682678052,0.0426674545158957
0.7,0.7,0.9,0.9,0.11068996827324763,0.04866471500098565
0.7,0.8,0.001,0.001,0.11548138268741184,0.00044935365147734873
0.7,0.8,0.015,0.015,0.11545329130139866,0.0006038239406415023
0.7,0.8,0.1,0.1,0.11545328692806625,0.0009547619240987462
0.7,0.8,0.2,0.2,0.11541115859335578,0.0016572143414796574
0.7,0.8,0.3,0.3,0.11515817585017075,0.0032182287305072893
0.7,0.8,0.4,0.4,0.11497538122580145,0.00538380403633096
0.7,0.8,0.5,0.5,0.1143280870740896,0.008885578000881305
0.7,0.8,0.6,0.6,0.11393378661500544,0.012882001669963585
0.7,0.8,0.7,0.7,0.11328885713847155,0.017830605754085918
0.7,0.8,0.8,0.8,0.11333083744600575,0.023960343663889355
0.7,0.8,0.9,0.9,0.11387991668419507,0.02897500403108258
0.7,0.9,0.001,0.001,0.11695897420123284,0.0001825599101435465
0.7,0.9,0.015,0.015,0.11695897420123284,0.00021051647516096605
0.7,0.9,0.1,0.1,0.11695897420123284,0.00025226148658935284
0.7,0.9,0.2,0.2,0.1169730587082751,0.00043488285604859663
0.7,0.9,0.3,0.3,0.11693134426463896,0.0008844573735941504
0.7,0.9,0.4,0.4,0.11679079631705785,0.0014048276814003814
0.7,0.9,0.5,0.5,0.11669219836667424,0.0021630689968790504
0.7,0.9,0.6,0.6,0.1163681345264487,0.0035275911464615678
0.7,0.9,0.7,0.7,0.11603173324099952,0.006031119590111411
0.7,0.9,0.8,0.8,0.11614401188439565,0.008742100362387848
0.7,0.9,0.9,0.9,0.11666404312539964,0.012028365370355664
0.8,0.001,0.001,0.001,0.11243149466002693,0.002486113297101012
0.8,0.001,0.015,0.015,0.11221994332334187,0.003442730204580818
0.8,0.001,0.1,0.1,0.11205169970753433,0.00536932321804263
0.8,0.001,0.2,0.2,0.11149023155397332,0.008081509520996177
0.8,0.001,0.3,0.3,0.11066001940222343,0.01302018036275703
0.8,0.001,0.4,0.4,0.10970487983457347,0.01957160278442581
0.8,0.001,0.5,0.5,0.10883347363265636,0.029760435429231576
0.8,0.001,0.6,0.6,0.10748467215521296,0.044609560817137885
0.8,0.001,0.7,0.7,0.10525214010726422,0.0608678720921087
0.8,0.001,0.8,0.8,0.10528083715123518,0.07214331428840666
0.8,0.001,0.9,0.9,0.1057736101356356,0.07822369004335909
0.8,0.015,0.001,0.001,0.11217792226420227,0.002120716964383193
0.8,0.015,0.015,0.015,0.11196637092751724,0.0030353346464383232
0.8,0.015,0.1,0.1,0.1118685978621979,0.004624498737701765
0.8,0.015,0.2,0.2,0.11143313549546052,0.006901781454362689
0.8,0.015,0.3,0.3,0.11064504176923344,0.011545096884864865
0.8,0.015,0.4,0.4,0.10971749378110016,0.017745892793477998
0.8,0.015,0.5,0.5,0.10890294671863493,0.02738642100826653
0.8,0.015,0.6,0.6,0.10765269151511307,0.04125229984486977
0.8,0.015,0.7,0.7,0.10572969946898213,0.056341290807237925
0.8,0.015,0.8,0.8,0.10585663527099373,0.0672513155030595
0.8,0.015,0.9,0.9,0.1061945669697464,0.07310651396063858
0.8,0.1,0.001,0.001,0.1117714782396925,0.0019663421762595246
0.8,0.1,0.015,0.015,0.1115881957032979,0.002810863329222557
0.8,0.1,0.1,0.1,0.11150456290947178,0.00414659974604251
0.8,0.1,0.2,0.2,0.11109757895607278,0.006085961777245992
0.8,0.1,0.3,0.3,0.11039339272543633,0.010208368336710346
0.8,0.1,0.4,0.4,0.10960555591072108,0.01564980077671837
0.8,0.1,0.5,0.5,0.10887477781081742,0.024474760776431827
0.8,0.1,0.6,0.6,0.10770948481955134,0.03735501389794492
0.8,0.1,0.7,0.7,0.10596942267675316,0.05113484670438236
0.8,0.1,0.8,0.8,0.10619524928721708,0.06155218957830945
0.8,0.1,0.9,0.9,0.10653304005304598,0.06728114468283478
0.8,0.2,0.001,0.001,0.11168565916093172,0.0018257867720713574
0.8,0.2,0.015,0.015,0.11151646510016408,0.0026420951556221425
0.8,0.2,0.1,0.1,0.1114890478937313,0.0038230185125692775
0.8,0.2,0.2,0.2,0.11108209173611114,0.005635469144976638
0.8,0.2,0.3,0.3,0.11036413890831116,0.009560958057255351
0.8,0.2,0.4,0.4,0.10964672574038056,0.014693222953875741
0.8,0.2,0.5,0.5,0.10897226977491413,0.023222603773053047
0.8,0.2,0.6,0.6,0.10782114895830233,0.0355836028944389
0.8,0.2,0.7,0.7,0.10612300777388008,0.04880150402183432
0.8,0.2,0.8,0.8,0.1063910686090884,0.05897915175306756
0.8,0.2,0.9,0.9,0.1067288593749173,0.06468029027157242
0.8,0.3,0.001,0.001,0.11134998818855124,0.0016712998275849936
0.8,0.3,0.015,0.015,0.111208750692801,0.0024314421741177122
0.8,0.3,0.1,0.1,0.11116710361132938,0.003415657600631973
0.8,0.3,0.2,0.2,0.11077418813114803,0.005003206521160092
0.8,0.3,0.3,0.3,0.11009854465864416,0.008633167051079988
0.8,0.3,0.4,0.4,0.10947949457811376,0.013272564703978366
0.8,0.3,0.5,0.5,0.1088755294903636,0.021182353873216483
0.8,0.3,0.6,0.6,0.10796275149237124,0.03237770053103961
0.8,0.3,0.7,0.7,0.1063353935812394,0.04445698499001901
0.8,0.3,0.8,0.8,0.1066163660661046,0.05421336571838852
0.8,0.3,0.9,0.9,0.10699606620964684,0.0597741747258733
0.8,0.4,0.001,0.001,0.11122395891668944,0.001306010436926583
0.8,0.4,0.015,0.015,0.11115305316393136,0.0018552506336807298
0.8,0.4,0.1,0.1,0.11109728178867444,0.0026424479403767496
0.8,0.4,0.2,0.2,0.11083091756504784,0.003808269893172717
0.8,0.4,0.3,0.3,0.11025363691543603,0.006959501638747164
0.8,0.4,0.4,0.4,0.10978955129471568,0.010838309583045163
0.8,0.4,0.5,0.5,0.10917147810433772,0.017679709541544183
0.8,0.4,0.6,0.6,0.10834314945996633,0.02641349967936887
0.8,0.4,0.7,0.7,0.10679911740806858,0.036621330309747256
0.8,0.4,0.8,0.8,0.10710835899504396,0.045576539612740996
0.8,0.4,0.9,0.9,0.10750228042755916,0.05094026278651813
0.8,0.5,0.001,0.001,0.11105403673464176,0.0008995169496592742
0.8,0.5,0.015,0.015,0.11103972722049224,0.0013360494196062265
0.8,0.5,0.1,0.1,0.1110398974204594,0.0018842824283197871
0.8,0.5,0.2,0.2,0.11089971029114316,0.002727193863813655
0.8,0.5,0.3,0.3,0.11049078626423932,0.005231462997108418
0.8,0.5,0.4,0.4,0.11013904182152676,0.00832338146054468
0.8,0.5,0.5,0.5,0.1095637339165538,0.013731329016877814
0.8,0.5,0.6,0.6,0.1089458704059582,0.02027045976121269
0.8,0.5,0.7,0.7,0.10771075278347264,0.02835323709930902
0.8,0.5,0.8,0.8,0.10795032916804552,0.036140847530324566
0.8,0.5,0.9,0.9,0.10830215148326164,0.04130753611063135
0.8,0.6,0.001,0.001,0.11116616469599352,0.0007869667160219138
0.8,0.6,0.015,0.015,0.11115178484103183,0.0011533878314502655
0.8,0.6,0.1,0.1,0.11113787053395673,0.0016453538638870747
0.8,0.6,0.2,0.2,0.11108178019306096,0.0022922162237021533
0.8,0.6,0.3,0.3,0.11078584040319064,0.004430818376633108
0.8,0.6,0.4,0.4,0.11050448357992007,0.007115548773714194
0.8,0.6,0.5,0.5,0.10997103900172936,0.011555795674170841
0.8,0.6,0.6,0.6,0.10943718987218287,0.017140052101345064
0.8,0.6,0.7,0.7,0.1082859613629303,0.0243649492209665
0.8,0.6,0.8,0.8,0.10848331234573964,0.031605287382615296
0.8,0.6,0.9,0.9,0.10883513842828664,0.03664559401147037
0.8,0.7,0.001,0.001,0.11163098693208023,0.0006322475124472372
0.8,0.7,0.015,0.015,0.11163093110461836,0.0009003447045951261
0.8,0.7,0.1,0.1,0.11161701679754324,0.0012936404464154196
0.8,0.7,0.2,0.2,0.11160314871038986,0.0017994730043415265
0.8,0.7,0.3,0.3,0.11136375794426676,0.003290928606303112
0.8,0.7,0.4,0.4,0.11118025108440176,0.005343034466564192
0.8,0.7,0.5,0.5,0.11066035590724924,0.008574376889379965
0.8,0.7,0.6,0.6,0.11023905526702388,0.01266791696396127
0.8,0.7,0.7,0.7,0.10934071750048606,0.018429775283002943
0.8,0.7,0.8,0.8,0.10938341688285907,0.02475595675659461
0.8,0.7,0.9,0.9,0.1096793062838904,0.029445372814398307
0.8,0.8,0.001,0.001,0.11231910670812456,0.00037930942718710935
0.8,0.8,0.015,0.015,0.112304958434214,0.0004496856642407832
0.8,0.8,0.1,0.1,0.112319102267309,0.0005901789650293541
0.8,0.8,0.2,0.2,0.11229107067957944,0.0008990143904723686
0.8,0.8,0.3,0.3,0.11217873359683472,0.0016723731492544714
0.8,0.8,0.4,0.4,0.1120942570667737,0.002600194859196728
0.8,0.8,0.5,0.5,0.11170061432642316,0.004372231611476398
0.8,0.8,0.6,0.6,0.11139114469490416,0.006651556533922479
0.8,0.8,0.7,0.7,0.11075996700423417,0.010207863380553213
0.8,0.8,0.8,0.8,0.11068936767700717,0.014763374368002931
0.8,0.8,0.9,0.9,0.11097075546213048,0.01868114511886831
0.8,0.9,0.001,0.001,0.11285614957110852,0.0001825599101435465
0.8,0.9,0.015,0.015,0.11285614957110852,0.0001825599101435465
0.8,0.9,0.1,0.1,0.11285614957110852,0.0001964256894003407
0.8,0.9,0.2,0.2,0.11285614957110852,0.00028061170882300534
0.8,0.9,0.3,0.3,0.11282818108018434,0.000505419891860952
0.8,0.9,0.4,0.4,0.11277198529096402,0.0006605065930223208
0.8,0.9,0.5,0.5,0.11271534300969405,0.0010401626773420905
0.8,0.9,0.6,0.6,0.1124617302826391,0.00189858899917568
0.8,0.9,0.7,0.7,0.11212534043821801,0.003782541169954772
0.8,0.9,0.8,0.8,0.11219492147443286,0.005692318500423362
0.8,0.9,0.9,0.9,0.1125176901864908,0.008218780238390802
0.9,0.001,0.001,0.001,0.11245988676201983,0.001306173594879175
0.9,0.001,0.015,0.015,0.11234695184309487,0.0016582244017619573
0.9,0.001,0.1,0.1,0.11222051613692773,0.0021076091433742377
0.9,0.001,0.2,0.2,0.11201004762182916,0.0026836012257676683
0.9,0.001,0.3,0.3,0.11179899873681218,0.0035422552158456944
0.9,0.001,0.4,0.4,0.11160244745027943,0.004694508134272846
0.9,0.001,0.5,0.5,0.11134923011701596,0.006605836310206227
0.9,0.001,0.6,0.6,0.11092727867474204,0.0105279870705926
0.9,0.001,0.7,0.7,0.1096633034463275,0.01701211469565175
0.9,0.001,0.8,0.8,0.1092690760702886,0.022676798462892663
0.9,0.001,0.9,0.9,0.10932639122411107,0.026272033089931045
0.9,0.015,0.001,0.001,0.11194008987844024,0.0011379083370659721
0.9,0.015,0.015,0.015,0.1118271549595153,0.0014899591439487539
0.9,0.015,0.1,0.1,0.1117571052967941,0.001770569613090969
0.9,0.015,0.2,0.2,0.11163067113464424,0.0021502933052074467
0.9,0.015,0.3,0.3,0.11143348802888403,0.002952978987234364
